Key,File,Type,english
plantedMushroom2_RT,blocks,Farming,"Mushroom Spores (Growing, Renewable, Thorny)"
plantedMushroom3_RT,blocks,Farming,"Mushroom Spores (Renewable, Thorny)"
plantedMushroom1_RTDesc,blocks,Farming,"Mushroom spores can be planted on all surfaces and walls and will grow without sunlight.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedMushroom1_T,blocks,Farming,"Mushroom Spores (Seed, Thorny)"
plantedMushroom2_T,blocks,Farming,"Mushroom Spores (Growing, Thorny)"
plantedMushroom3_T,blocks,Farming,"Mushroom Spores (Thorny)"
plantedMushroom1_TDesc,blocks,Farming,"Mushroom spores can be planted on all surfaces and walls and will grow without sunlight.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedMushroom1_TT,blocks,Farming,"Mushroom Spores (Seed, Extra Thorny)"
plantedMushroom2_TT,blocks,Farming,"Mushroom Spores (Growing, Extra Thorny)"
plantedMushroom3_TT,blocks,Farming,"Mushroom Spores (Extra Thorny)"
plantedMushroom1_TTDesc,blocks,Farming,"Mushroom spores can be planted on all surfaces and walls and will grow without sunlight.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedPotato1_,blocks,Farming,"Potato (Seed, Enhanced)"
plantedPotato2_,blocks,Farming,"Potato (Growing, Enhanced)"
plantedPotato3_,blocks,Farming,"Potato (Enhanced)"
plantedPotato1_Desc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThis can be crafted by Hand or at a Workbench."
plantedPotato1_B,blocks,Farming,"Potato (Seed, Bonus)"
plantedPotato2_B,blocks,Farming,"Potato (Growing, Bonus)"
plantedPotato3_B,blocks,Farming,"Potato (Bonus)"
plantedPotato1_BDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedPotato1_BB,blocks,Farming,"Potato (Seed, Bountiful Bonus)"
plantedPotato2_BB,blocks,Farming,"Potato (Growing, Bountiful Bonus)"
plantedPotato3_BB,blocks,Farming,"Potato (Bountiful Bonus)"
plantedPotato1_BBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBountiful Bonus: further quadruples crop yield.\n\nA Hot Box is required to craft this."
plantedPotato1_BU,blocks,Farming,"Potato (Seed, Bonus, Underground)"
plantedPotato2_BU,blocks,Farming,"Potato (Growing, Bonus, Underground)"
plantedPotato3_BU,blocks,Farming,"Potato (Bonus, Underground)"
plantedPotato1_BUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedPotato1_BF,blocks,Farming,"Potato (Seed, Bonus, Fast Growth)"
plantedPotato2_BF,blocks,Farming,"Potato (Growing, Bonus, Fast Growth)"
plantedPotato3_BF,blocks,Farming,"Potato (Bonus, Fast Growth)"
plantedPotato1_BFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedPotato1_BR,blocks,Farming,"Potato (Seed, Bonus, Renewable)"
plantedPotato2_BR,blocks,Farming,"Potato (Growing, Bonus, Renewable)"
plantedPotato3_BR,blocks,Farming,"Potato (Bonus, Renewable)"
plantedPotato1_BRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedPotato1_BT,blocks,Farming,"Potato (Seed, Bonus, Thorny)"
plantedPotato2_BT,blocks,Farming,"Potato (Growing, Bonus, Thorny)"
plantedPotato3_BT,blocks,Farming,"Potato (Bonus, Thorny)"
plantedPotato1_BTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPotato1_U,blocks,Farming,"Potato (Seed, Underground)"
plantedPotato2_U,blocks,Farming,"Potato (Growing, Underground)"
plantedPotato3_U,blocks,Farming,"Potato (Underground)"
plantedPotato1_UDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedPotato1_UF,blocks,Farming,"Potato (Seed, Underground, Fast Growth)"
plantedPotato2_UF,blocks,Farming,"Potato (Growing, Underground, Fast Growth)"
plantedPotato3_UF,blocks,Farming,"Potato (Underground, Fast Growth)"
plantedPotato1_UFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedPotato1_UE,blocks,Farming,"Potato (Seed, Underground, Explosive)"
plantedPotato2_UE,blocks,Farming,"Potato (Growing, Underground, Explosive)"
plantedPotato3_UE,blocks,Farming,"Potato (Underground, Explosive)"
plantedPotato1_UEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPotato1_UR,blocks,Farming,"Potato (Seed, Underground, Renewable)"
plantedPotato2_UR,blocks,Farming,"Potato (Growing, Underground, Renewable)"
plantedPotato3_UR,blocks,Farming,"Potato (Underground, Renewable)"
plantedPotato1_URDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedPotato1_UT,blocks,Farming,"Potato (Seed, Underground, Thorny)"
plantedPotato2_UT,blocks,Farming,"Potato (Growing, Underground, Thorny)"
plantedPotato3_UT,blocks,Farming,"Potato (Underground, Thorny)"
plantedPotato1_UTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPotato1_F,blocks,Farming,"Potato (Seed, Fast Growth)"
plantedPotato2_F,blocks,Farming,"Potato (Growing, Fast Growth)"
plantedPotato3_F,blocks,Farming,"Potato (Fast Growth)"
plantedPotato1_FDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedPotato1_FF,blocks,Farming,"Potato (Seed, Rapid Growth)"
plantedPotato2_FF,blocks,Farming,"Potato (Growing, Rapid Growth)"
plantedPotato3_FF,blocks,Farming,"Potato (Rapid Growth)"
plantedPotato1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedPotato1_FE,blocks,Farming,"Potato (Seed, Fast Growth, Explosive)"
plantedPotato2_FE,blocks,Farming,"Potato (Growing, Fast Growth, Explosive)"
plantedPotato3_FE,blocks,Farming,"Potato (Fast Growth, Explosive)"
plantedPotato1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPotato1_FR,blocks,Farming,"Potato (Seed, Fast Growth, Renewable)"
plantedPotato2_FR,blocks,Farming,"Potato (Growing, Fast Growth, Renewable)"
plantedPotato3_FR,blocks,Farming,"Potato (Fast Growth, Renewable)"
plantedPotato1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedPotato1_FT,blocks,Farming,"Potato (Seed, Fast Growth, Thorny)"
plantedPotato2_FT,blocks,Farming,"Potato (Growing, Fast Growth, Thorny)"
plantedPotato3_FT,blocks,Farming,"Potato (Fast Growth, Thorny)"
plantedPotato1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPotato1_E,blocks,Farming,"Potato (Seed, Explosive)"
plantedPotato2_E,blocks,Farming,"Potato (Growing, Explosive)"
plantedPotato3_E,blocks,Farming,"Potato (Explosive)"
plantedPotato1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPotato1_EE,blocks,Farming,"Potato (Seed, Extremely Explosive)"
plantedPotato2_EE,blocks,Farming,"Potato (Growing, Extremely Explosive)"
plantedPotato3_EE,blocks,Farming,"Potato (Extremely Explosive)"
plantedPotato1_EEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtremely Explosive: triggers a concealed explosive with a large payload when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPotato1_ET,blocks,Farming,"Potato (Seed, Explosive, Thorny)"
plantedPotato2_ET,blocks,Farming,"Potato (Growing, Explosive, Thorny)"
plantedPotato3_ET,blocks,Farming,"Potato (Explosive, Thorny)"
plantedPotato1_ETDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPotato1_R,blocks,Farming,"Potato (Seed, Renewable)"
plantedPotato2_R,blocks,Farming,"Potato (Growing, Renewable)"
plantedPotato3_R,blocks,Farming,"Potato (Renewable)"
plantedPotato1_RDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedPotato1_RT,blocks,Farming,"Potato (Seed, Renewable, Thorny)"
plantedPotato2_RT,blocks,Farming,"Potato (Growing, Renewable, Thorny)"
plantedPotato3_RT,blocks,Farming,"Potato (Renewable, Thorny)"
plantedPotato1_RTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPotato1_T,blocks,Farming,"Potato (Seed, Thorny)"
plantedPotato2_T,blocks,Farming,"Potato (Growing, Thorny)"
plantedPotato3_T,blocks,Farming,"Potato (Thorny)"
plantedPotato1_TDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPotato1_TT,blocks,Farming,"Potato (Seed, Extra Thorny)"
plantedPotato2_TT,blocks,Farming,"Potato (Growing, Extra Thorny)"
plantedPotato3_TT,blocks,Farming,"Potato (Extra Thorny)"
plantedPotato1_TTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtra Thorny: integrates with many sharp, metal thorns. Touching them will cause one to receive damage and bleed.\n\nA Hot Box is required to craft this."
plantedPumpkin1_,blocks,Farming,"Pumpkin (Seed, Enhanced)"
plantedPumpkin2_,blocks,Farming,"Pumpkin (Growing, Enhanced)"
plantedPumpkin3_,blocks,Farming,"Pumpkin (Enhanced)"
plantedPumpkin1_Desc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nThis can be crafted by Hand or at a Workbench."
plantedPumpkin1_B,blocks,Farming,"Pumpkin (Seed, Bonus)"
plantedPumpkin2_B,blocks,Farming,"Pumpkin (Growing, Bonus)"
plantedPumpkin3_B,blocks,Farming,"Pumpkin (Bonus)"
plantedPumpkin1_BDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nA Hot Box is required to craft this."
plantedPumpkin1_BB,blocks,Farming,"Pumpkin (Seed, Bountiful Bonus)"
plantedPumpkin2_BB,blocks,Farming,"Pumpkin (Growing, Bountiful Bonus)"
plantedPumpkin3_BB,blocks,Farming,"Pumpkin (Bountiful Bonus)"
plantedPumpkin1_BBDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBountiful Bonus: further quadruples crop yield.\n\nA Hot Box is required to craft this."
plantedPumpkin1_BU,blocks,Farming,"Pumpkin (Seed, Bonus, Underground)"
plantedPumpkin2_BU,blocks,Farming,"Pumpkin (Growing, Bonus, Underground)"
plantedPumpkin3_BU,blocks,Farming,"Pumpkin (Bonus, Underground)"
plantedPumpkin1_BUDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedPumpkin1_BF,blocks,Farming,"Pumpkin (Seed, Bonus, Fast Growth)"
plantedPumpkin2_BF,blocks,Farming,"Pumpkin (Growing, Bonus, Fast Growth)"
plantedPumpkin3_BF,blocks,Farming,"Pumpkin (Bonus, Fast Growth)"
plantedPumpkin1_BFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedPumpkin1_BR,blocks,Farming,"Pumpkin (Seed, Bonus, Renewable)"
plantedPumpkin2_BR,blocks,Farming,"Pumpkin (Growing, Bonus, Renewable)"
plantedPumpkin3_BR,blocks,Farming,"Pumpkin (Bonus, Renewable)"
plantedPumpkin1_BRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedPumpkin1_BT,blocks,Farming,"Pumpkin (Seed, Bonus, Thorny)"
plantedPumpkin2_BT,blocks,Farming,"Pumpkin (Growing, Bonus, Thorny)"
plantedPumpkin3_BT,blocks,Farming,"Pumpkin (Bonus, Thorny)"
plantedPumpkin1_BTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nBonus: further doubles crop yield.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPumpkin1_U,blocks,Farming,"Pumpkin (Seed, Underground)"
plantedPumpkin2_U,blocks,Farming,"Pumpkin (Growing, Underground)"
plantedPumpkin3_U,blocks,Farming,"Pumpkin (Underground)"
plantedPumpkin1_UDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nA Hot Box is required to craft this."
plantedPumpkin1_UF,blocks,Farming,"Pumpkin (Seed, Underground, Fast Growth)"
plantedPumpkin2_UF,blocks,Farming,"Pumpkin (Growing, Underground, Fast Growth)"
plantedPumpkin3_UF,blocks,Farming,"Pumpkin (Underground, Fast Growth)"
plantedPumpkin1_UFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedPumpkin1_UE,blocks,Farming,"Pumpkin (Seed, Underground, Explosive)"
plantedPumpkin2_UE,blocks,Farming,"Pumpkin (Growing, Underground, Explosive)"
plantedPumpkin3_UE,blocks,Farming,"Pumpkin (Underground, Explosive)"
plantedPumpkin1_UEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPumpkin1_UR,blocks,Farming,"Pumpkin (Seed, Underground, Renewable)"
plantedPumpkin2_UR,blocks,Farming,"Pumpkin (Growing, Underground, Renewable)"
plantedPumpkin3_UR,blocks,Farming,"Pumpkin (Underground, Renewable)"
plantedPumpkin1_URDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedPumpkin1_UT,blocks,Farming,"Pumpkin (Seed, Underground, Thorny)"
plantedPumpkin2_UT,blocks,Farming,"Pumpkin (Growing, Underground, Thorny)"
plantedPumpkin3_UT,blocks,Farming,"Pumpkin (Underground, Thorny)"
plantedPumpkin1_UTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nUnderground: fused with mushroom dna, alowing growth without the need for sunlight.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPumpkin1_F,blocks,Farming,"Pumpkin (Seed, Fast Growth)"
plantedPumpkin2_F,blocks,Farming,"Pumpkin (Growing, Fast Growth)"
plantedPumpkin3_F,blocks,Farming,"Pumpkin (Fast Growth)"
plantedPumpkin1_FDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nA Hot Box is required to craft this."
plantedPumpkin1_FF,blocks,Farming,"Pumpkin (Seed, Rapid Growth)"
plantedPumpkin2_FF,blocks,Farming,"Pumpkin (Growing, Rapid Growth)"
plantedPumpkin3_FF,blocks,Farming,"Pumpkin (Rapid Growth)"
plantedPumpkin1_FFDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nRapid Growth: reaches maturity in a quarter of the time.\n\nA Hot Box is required to craft this."
plantedPumpkin1_FE,blocks,Farming,"Pumpkin (Seed, Fast Growth, Explosive)"
plantedPumpkin2_FE,blocks,Farming,"Pumpkin (Growing, Fast Growth, Explosive)"
plantedPumpkin3_FE,blocks,Farming,"Pumpkin (Fast Growth, Explosive)"
plantedPumpkin1_FEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPumpkin1_FR,blocks,Farming,"Pumpkin (Seed, Fast Growth, Renewable)"
plantedPumpkin2_FR,blocks,Farming,"Pumpkin (Growing, Fast Growth, Renewable)"
plantedPumpkin3_FR,blocks,Farming,"Pumpkin (Fast Growth, Renewable)"
plantedPumpkin1_FRDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nRenewable: clean, healthy water allows this plant to spread out its roots and bolster its nutrition absorption and allowing it to produce crops endlessly.\n\nA Hot Box is required to craft this."
plantedPumpkin1_FT,blocks,Farming,"Pumpkin (Seed, Fast Growth, Thorny)"
plantedPumpkin2_FT,blocks,Farming,"Pumpkin (Growing, Fast Growth, Thorny)"
plantedPumpkin3_FT,blocks,Farming,"Pumpkin (Fast Growth, Thorny)"
plantedPumpkin1_FTDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nFast Growth: reaches maturity in half the time.\n\nThorny: integrates with sharp, metal thorns. Touching them will cause one to bleed.\n\nA Hot Box is required to craft this."
plantedPumpkin1_E,blocks,Farming,"Pumpkin (Seed, Explosive)"
plantedPumpkin2_E,blocks,Farming,"Pumpkin (Growing, Explosive)"
plantedPumpkin3_E,blocks,Farming,"Pumpkin (Explosive)"
plantedPumpkin1_EDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExplosive: triggers a concealed explosive when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPumpkin1_EE,blocks,Farming,"Pumpkin (Seed, Extremely Explosive)"
plantedPumpkin2_EE,blocks,Farming,"Pumpkin (Growing, Extremely Explosive)"
plantedPumpkin3_EE,blocks,Farming,"Pumpkin (Extremely Explosive)"
plantedPumpkin1_EEDesc,blocks,Farming,"Plant these seeds on a craftable Farm Plot block to grow plants for you to harvest.\n\nWhen harvested, there is a 50% chance to get a seed back for replanting.\n\nAll Enhanced Seeds yield twice the standard number of crops.\n\nExtremely Explosive: triggers a concealed explosive with a large payload when stepped on, struck with a melee weapon, or hit with an arrow.\n- Due to the flexible nature of plants, the detonator will not trigger if struck with bullets or other explosives.\n\nA Hot Box is required to craft this."
plantedPumpkin1_ET,blocks,Farming,"Pumpkin (Seed, Explosive, Thorny)"
